File ID,Category,Original Description,Subcategory
M002029,Idle,a person jumps in place while flinging their arms and leg out and in.,jumping and gesturing
002034,Idle,the man writes across a wall.,irrelevant
M002034,Idle,the man writes across a wall.,irrelevant
002035,Idle,a person uses its hands to make fast movements at chest height and turns left and right.,gesturing and turning around
M002035,Idle,a person uses its hands to make fast movements at chest height and turns right and left.,gesturing and turning around
002037,Idle,the person kicks something with their right foot.,kicking
M002037,Idle,the person kicks something with their left foot.,kicking
002042,Idle,a person tilts over then stand up shifting both hands to the right.,standing and gesturing
M002042,Idle,a person tilts over then stand up shifting both hands to the left.,standing and gesturing
002046,Idle,a man jumps and spins around in the air.,jumping and gesturing
M002046,Idle,a man jumps and spins around in the air.,jumping and gesturing
002048,Idle,a person jumps over something.,jumping
M002048,Idle,a person jumps over something.,jumping
002052,Idle,a man gestures with both hands in a manner that is defusing.,gesturing
M002052,Idle,a man gestures with both hands in a manner that is defusing.,gesturing
002054,Idle,the person is walking around.,walking
M002054,Idle,the person is walking around.,walking
002057,Idle,"a person jogs in place for a moment, stops, then turns to their right and jogs in a clockwise ellipse returning to the point they started from.",jogging and turning around
M002057,Idle,"a person jogs in place for a moment, stops, then turns to their left and jogs in a counterclockwise ellipse returning to the point they started from.",jogging and turning around
002059,Idle,a person is jumping small jumps.,jumping
M002059,Idle,a person is jumping small jumps.,jumping
002061,Idle,a person holds his hands together and  moves his arms as if he is swinging a baseball bat.,gesturing
M002061,Idle,a person holds his hands together and  moves his arms as if he is swinging a baseball bat.,gesturing
002070,Idle,"a person sits down, stands up, and jumps in place.",sitting down and standing up and jumping
M002070,Idle,"a person sits down, stands up, and jumps in place.",sitting and jumping
002076,Idle,a man is standing with his feet shoulder width apart and his arms by his side.  he then begins to wave both hands over his head.  the hands meet above his head and then extend out to his side parallel to the ground.  he waves in this manner several times.,gesturing
M002076,Idle,a man is standing with his feet shoulder width apart and his arms by his side.  he then begins to wave both hands over his head.  the hands meet above his head and then extend out to his side parallel to the ground.  he waves in this manner several times.,gesturing
002077,Idle,a person makes short hops from side to side moving from left to right.,hopping across
M002077,Idle,a person makes short hops from side to side moving from right to left.,short hopping from side to side moving from right to left
002081,Idle,walking backwards in one circle then turns to walk backwards the other way,walking and turning around
M002081,Idle,walking backwards in one circle then turns to walk backwards the other way,walking and turning around
002085,Idle,"the person is swinging his extended arms, frontward in big circles as he walks forward.",walking and gesturing
M002085,Idle,"the person is swinging his extended arms, frontward in big circles as he walks forward.",walking and gesturing
002093,Idle,"a standing person is swaying gently back and forth as he holds his left hand to the left side of his head for a moment. he drops his arm, briefly, then raises it to look at his hand.",gesturing
M002093,Idle,"a standing person is swaying gently back and forth as he holds his right hand to the right side of his head for a moment. he drops his arm, briefly, then raises it to look at his hand.",swaying
002095,Idle,a person hops in place twice.,hopping
M002095,Idle,a person hops in place twice.,hopping
002096,Idle,a person takes a big step forward,walking
M002096,Idle,a person takes a big step forward,walking
002105,Idle,the man is standing still covering his mouth with his hand,standing
M002105,Idle,the man is standing still covering his mouth with his hand,standing
002108,Idle,person moves left foot infront to side then moves right foot  leading body to stand side on on opposite side of square,standing and turning around
M002108,Idle,person moves right foot infront to side then moves left foot  leading body to stand side on on opposite side of square,standing
