File ID,Category,Original Description,Subcategory
M003190,Crossing,a man walks forward before stopping.,walking and stopping
003198,Crossing,a man is jogging at a steady pace while holding arms out in a jogging position.,jogging and gesturing
M003198,Crossing,a man is jogging at a steady pace while holding arms out in a jogging position.,jogging and gesturing
003207,Crossing,he walks forward straight directally,walking
M003207,Crossing,he walks forward straight directally,walking
003209,Crossing,a person walks forward fastly,walking and fastly
M003209,Crossing,a person walks forward fastly,walking and fastly
003212,Crossing,a person walks straight forward,walking
M003212,Crossing,a person walks straight forward,walking
003216,Crossing,a person that is running fast.,running
M003216,Crossing,a person that is running fast.,running
003217,Crossing,a person walks slowly in diagonal,walking and turning around
M003217,Crossing,a person walks slowly in diagonal,walking and turning around
003221,Crossing,a person walks in a forward in a zigzag that gets wider towards the end and then stops to the right of where they began,walking and turning around
M003221,Crossing,a person walks in a forward in a zigzag that gets wider towards the end and then stops to the left of where they began,walking and turning around
003225,Crossing,a person takes a couple steps forward with good posture and then stops,walking
M003225,Crossing,a person takes a couple steps forward with good posture and then stops,walking and stopping
003246,Crossing,a man walks slanting to the left then turns around and looks where he came from.,walking and turning around
M003246,Crossing,a man walks slanting to the right then turns around and looks where he came from.,walking and turning around
003250,Crossing,person is kicking a ball.,kicking
M003250,Crossing,person is kicking a ball.,kicking
003265,Crossing,walking and turning to walk more,walking and turning around
M003265,Crossing,walking and turning to walk more,walking and turning around
003266,Crossing,a person walks in a counter clockwise circle while talking.,walking and turning around
M003266,Crossing,a person walks in a counter counterclockwise circle while talking.,walking and turning around
003270,Crossing,he walks forward while turning to his left.,walking and turning around
M003270,Crossing,he walks forward while turning to his right.,walking and turning around
003288,Crossing,a person walking does a stwp over and continues to walk.,walking and stwp_over
M003288,Crossing,a person walking does a stwp over and continues to walk.,walking and stwp_over
003298,Crossing,a man slowly walks forward.,walking forward
M003298,Crossing,a man slowly walks forward.,walking
003303,Crossing,"a person walks in one direction then stops, turns, and continues walking in a different direction.",walking and turning around
M003303,Crossing,"a person walks in one direction then stops, turns, and continues walking in a different direction.",walking and turning around
003305,Crossing,a man is standing with his feet shoulder width apart and his hands by his side.  he then bends his knees and jumps forward.  his feet land at the same time.,jumping
M003305,Crossing,a man is standing with his feet shoulder width apart and his hands by his side.  he then bends his knees and jumps forward.  his feet land at the same time.,jumping
003314,Crossing,a person walks forward then drastically to the left like they have been pushed then returns to walking normally,walking and turning around
M003314,Crossing,a person walks forward then drastically to the right like they have been pushed then returns to walking normally,walking and turning around
003316,Crossing,a person balancing and walking with his hand up .,balancing and gesturing
M003316,Crossing,a person balancing and walking with his hand up .,balancing and gesturing
003332,Crossing,"a person casually walks downward in a straight line, then stops and stands.",walking and standing
M003332,Crossing,"a person casually walks downward in a straight line, then stops and stands.",walking and standing
003333,Crossing,"a person jogs in a clockwise motion, and upon reaching his original starting point, poceeds to jog in a forward motion.",jogging and turning around
M003333,Crossing,"a person jogs in a counterclockwise motion, and upon reaching his original starting point, poceeds to jog in a forward motion.",jogging and turning around
003345,Crossing,a person kicks as if he is kicking a ball.,gesturing
M003345,Crossing,a person kicks as if he is kicking a ball.,gesturing
003351,Crossing,a man walks three paces forward.,walking
M003351,Crossing,a man walks three paces forward.,walking
